fa,prism_url,dc_identifier,prism_publicationname,prism_coverdate,prism_doi,citedby_count,subtype,subtypedescription,publication_year,publication_month
true,https://api.elsevier.com/content/abstract/scopus_id/85183948524,SCOPUS_ID:85183948524,Automation in Construction,2024-04-01 00:00:00,10.1016/j.autcon.2024.105302,10,ar,Article,2024,4
true,https://api.elsevier.com/content/abstract/scopus_id/85183857497,SCOPUS_ID:85183857497,Journal of Power Sources,2024-03-30 00:00:00,10.1016/j.jpowsour.2024.234130,10,ar,Article,2024,3
true,https://api.elsevier.com/content/abstract/scopus_id/85183737599,SCOPUS_ID:85183737599,Transportation Research Part C: Emerging Technologies,2024-02-01 00:00:00,10.1016/j.trc.2023.104461,10,ar,Article,2024,2
true,https://api.elsevier.com/content/abstract/scopus_id/85183737397,SCOPUS_ID:85183737397,Small,2024-07-11 00:00:00,10.1002/smll.202309750,10,ar,Article,2024,7
true,https://api.elsevier.com/content/abstract/scopus_id/85183701712,SCOPUS_ID:85183701712,BMC Geriatrics,2024-12-01 00:00:00,10.1186/s12877-024-04723-w,10,ar,Article,2024,12
true,https://api.elsevier.com/content/abstract/scopus_id/85183369074,SCOPUS_ID:85183369074,Sustainable Cities and Society,2024-01-01 00:00:00,10.1016/j.scs.2023.105048,10,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85183190218,SCOPUS_ID:85183190218,Acta Geotechnica,2024-07-01 00:00:00,10.1007/s11440-023-02206-7,10,ar,Article,2024,7
true,https://api.elsevier.com/content/abstract/scopus_id/85182890223,SCOPUS_ID:85182890223,Materials Science and Engineering: A,2024-02-01 00:00:00,10.1016/j.msea.2024.146111,10,ar,Article,2024,2
true,https://api.elsevier.com/content/abstract/scopus_id/85182733733,SCOPUS_ID:85182733733,Transportation Research Part B: Methodological,2024-02-01 00:00:00,10.1016/j.trb.2024.102887,10,ar,Article,2024,2
true,https://api.elsevier.com/content/abstract/scopus_id/85182726746,SCOPUS_ID:85182726746,Journal of the Franklin Institute,2024-02-01 00:00:00,10.1016/j.jfranklin.2024.01.011,10,ar,Article,2024,2
true,https://api.elsevier.com/content/abstract/scopus_id/85182517997,SCOPUS_ID:85182517997,International Journal of Plasticity,2024-02-01 00:00:00,10.1016/j.ijplas.2023.103871,10,ar,Article,2024,2
true,https://api.elsevier.com/content/abstract/scopus_id/85182513004,SCOPUS_ID:85182513004,Combustion and Flame,2024-03-01 00:00:00,10.1016/j.combustflame.2024.113292,10,ar,Article,2024,3
true,https://api.elsevier.com/content/abstract/scopus_id/85182452189,SCOPUS_ID:85182452189,Journal of Clinical Nursing,2024-03-01 00:00:00,10.1111/jocn.16986,10,ar,Article,2024,3
true,https://api.elsevier.com/content/abstract/scopus_id/85182396195,SCOPUS_ID:85182396195,Journal of Energy Storage,2024-03-15 00:00:00,10.1016/j.est.2024.110482,10,ar,Article,2024,3
true,https://api.elsevier.com/content/abstract/scopus_id/85181919900,SCOPUS_ID:85181919900,Journal of Building Engineering,2024-04-15 00:00:00,10.1016/j.jobe.2024.108446,10,ar,Article,2024,4
true,https://api.elsevier.com/content/abstract/scopus_id/85181773490,SCOPUS_ID:85181773490,Engineering Structures,2024-03-01 00:00:00,10.1016/j.engstruct.2023.117434,10,ar,Article,2024,3
true,https://api.elsevier.com/content/abstract/scopus_id/85181657899,SCOPUS_ID:85181657899,Chemical Engineering Journal,2024-02-01 00:00:00,10.1016/j.cej.2023.148421,10,ar,Article,2024,2
true,https://api.elsevier.com/content/abstract/scopus_id/85181580084,SCOPUS_ID:85181580084,IEEE Transactions on Instrumentation and Measurement,2024-01-01 00:00:00,10.1109/TIM.2023.3346517,10,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85181398341,SCOPUS_ID:85181398341,Physical Review B,2024-01-15 00:00:00,10.1103/PhysRevB.109.045402,10,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85181219446,SCOPUS_ID:85181219446,Structural Concrete,2024-02-01 00:00:00,10.1002/suco.202300401,10,ar,Article,2024,2
true,https://api.elsevier.com/content/abstract/scopus_id/85181202088,SCOPUS_ID:85181202088,Laser and Photonics Reviews,2024-05-01 00:00:00,10.1002/lpor.202301071,10,ar,Article,2024,5
true,https://api.elsevier.com/content/abstract/scopus_id/85181124597,SCOPUS_ID:85181124597,Science of the Total Environment,2024-02-20 00:00:00,10.1016/j.scitotenv.2023.169193,10,ar,Article,2024,2
true,https://api.elsevier.com/content/abstract/scopus_id/85181043756,SCOPUS_ID:85181043756,Journal of Building Engineering,2024-04-01 00:00:00,10.1016/j.jobe.2023.108378,10,ar,Article,2024,4
true,https://api.elsevier.com/content/abstract/scopus_id/85180934541,SCOPUS_ID:85180934541,Journal of Medicinal Chemistry,2024-01-11 00:00:00,10.1021/acs.jmedchem.3c01306,10,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85180590374,SCOPUS_ID:85180590374,Transportation Research Part A: Policy and Practice,2024-01-01 00:00:00,10.1016/j.tra.2023.103938,10,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85180529286,SCOPUS_ID:85180529286,Additive Manufacturing,2024-01-05 00:00:00,10.1016/j.addma.2023.103909,10,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85180361532,SCOPUS_ID:85180361532,Mechanical Systems and Signal Processing,2024-02-15 00:00:00,10.1016/j.ymssp.2023.111006,10,ar,Article,2024,2
true,https://api.elsevier.com/content/abstract/scopus_id/85179886172,SCOPUS_ID:85179886172,Cement and Concrete Composites,2024-02-01 00:00:00,10.1016/j.cemconcomp.2023.105402,10,ar,Article,2024,2
true,https://api.elsevier.com/content/abstract/scopus_id/85179833830,SCOPUS_ID:85179833830,IEEE Transactions on Intelligent Vehicles,2024-01-01 00:00:00,10.1109/TIV.2023.3339144,10,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85179806514,SCOPUS_ID:85179806514,IEEE Transactions on Evolutionary Computation,2024-01-01 00:00:00,10.1109/TEVC.2023.3339506,10,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85179759569,SCOPUS_ID:85179759569,Neural Networks,2024-03-01 00:00:00,10.1016/j.neunet.2023.11.065,10,ar,Article,2024,3
true,https://api.elsevier.com/content/abstract/scopus_id/85179078664,SCOPUS_ID:85179078664,Psychological Medicine,2024-02-04 00:00:00,10.1017/S0033291723003434,10,re,Review,2024,2
true,https://api.elsevier.com/content/abstract/scopus_id/85179013828,SCOPUS_ID:85179013828,Journal of Building Engineering,2024-04-01 00:00:00,10.1016/j.jobe.2023.108202,10,ar,Article,2024,4
true,https://api.elsevier.com/content/abstract/scopus_id/85178880932,SCOPUS_ID:85178880932,Management Science,2024-01-01 00:00:00,10.1287/mnsc.2023.4850,10,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85178489445,SCOPUS_ID:85178489445,Advanced Materials,2024-02-08 00:00:00,10.1002/adma.202308153,10,ar,Article,2024,2
true,https://api.elsevier.com/content/abstract/scopus_id/85178461777,SCOPUS_ID:85178461777,Reliability Engineering and System Safety,2024-03-01 00:00:00,10.1016/j.ress.2023.109831,10,ar,Article,2024,3
true,https://api.elsevier.com/content/abstract/scopus_id/85178041312,SCOPUS_ID:85178041312,IEEE Transactions on Industrial Informatics,2024-04-01 00:00:00,10.1109/TII.2023.3331131,10,ar,Article,2024,4
true,https://api.elsevier.com/content/abstract/scopus_id/85178012552,SCOPUS_ID:85178012552,Asian Journal of Psychiatry,2024-01-01 00:00:00,10.1016/j.ajp.2023.103803,10,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85177979361,SCOPUS_ID:85177979361,Computers in Human Behavior,2024-02-01 00:00:00,10.1016/j.chb.2023.108021,10,ar,Article,2024,2
true,https://api.elsevier.com/content/abstract/scopus_id/85177978733,SCOPUS_ID:85177978733,Journal of Transport Geography,2024-01-01 00:00:00,10.1016/j.jtrangeo.2023.103755,10,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85177889722,SCOPUS_ID:85177889722,Process Safety and Environmental Protection,2024-01-01 00:00:00,10.1016/j.psep.2023.11.030,10,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85177880701,SCOPUS_ID:85177880701,Acta Materialia,2024-01-15 00:00:00,10.1016/j.actamat.2023.119531,10,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85177743569,SCOPUS_ID:85177743569,Computers and Geotechnics,2024-01-01 00:00:00,10.1016/j.compgeo.2023.105925,10,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85177172203,SCOPUS_ID:85177172203,International Journal of Biological Macromolecules,2024-01-01 00:00:00,10.1016/j.ijbiomac.2023.127534,10,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85176941031,SCOPUS_ID:85176941031,Food Chemistry,2024-03-30 00:00:00,10.1016/j.foodchem.2023.137953,10,ar,Article,2024,3
true,https://api.elsevier.com/content/abstract/scopus_id/85176809631,SCOPUS_ID:85176809631,Sustainable Development,2024-08-01 00:00:00,10.1002/sd.2812,10,ar,Article,2024,8
true,https://api.elsevier.com/content/abstract/scopus_id/85176502956,SCOPUS_ID:85176502956,Mechanical Systems and Signal Processing,2024-01-01 00:00:00,10.1016/j.ymssp.2023.110924,10,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85175009109,SCOPUS_ID:85175009109,Underground Space (China),2024-04-01 00:00:00,10.1016/j.undsp.2023.08.006,10,ar,Article,2024,4
true,https://api.elsevier.com/content/abstract/scopus_id/85174734065,SCOPUS_ID:85174734065,Expert Systems with Applications,2024-03-15 00:00:00,10.1016/j.eswa.2023.122092,10,ar,Article,2024,3
true,https://api.elsevier.com/content/abstract/scopus_id/85173231577,SCOPUS_ID:85173231577,Expert Systems with Applications,2024-03-15 00:00:00,10.1016/j.eswa.2023.121832,10,ar,Article,2024,3
true,https://api.elsevier.com/content/abstract/scopus_id/85173052486,SCOPUS_ID:85173052486,IEEE Internet of Things Journal,2024-05-01 00:00:00,10.1109/JIOT.2023.3315770,10,ar,Article,2024,5
true,https://api.elsevier.com/content/abstract/scopus_id/85171969346,SCOPUS_ID:85171969346,Geotextiles and Geomembranes,2024-02-01 00:00:00,10.1016/j.geotexmem.2023.09.007,10,ar,Article,2024,2
true,https://api.elsevier.com/content/abstract/scopus_id/85171420584,SCOPUS_ID:85171420584,Naval Research Logistics,2024-03-01 00:00:00,10.1002/nav.22151,10,ar,Article,2024,3
true,https://api.elsevier.com/content/abstract/scopus_id/85170256539,SCOPUS_ID:85170256539,Advanced Optical Materials,2024-01-16 00:00:00,10.1002/adom.202301384,10,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85169800140,SCOPUS_ID:85169800140,Pattern Recognition,2024-01-01 00:00:00,10.1016/j.patcog.2023.109925,10,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85166750471,SCOPUS_ID:85166750471,IEEE Transactions on Smart Grid,2024-03-01 00:00:00,10.1109/TSG.2023.3302155,10,ar,Article,2024,3
true,https://api.elsevier.com/content/abstract/scopus_id/85165927107,SCOPUS_ID:85165927107,IEEE Transactions on Artificial Intelligence,2024-03-01 00:00:00,10.1109/TAI.2023.3298328,10,ar,Article,2024,3
true,https://api.elsevier.com/content/abstract/scopus_id/85165524224,SCOPUS_ID:85165524224,IEEE Transactions on Industrial Electronics,2024-08-01 00:00:00,10.1109/TIE.2023.3327528,10,ar,Article,2024,8
true,https://api.elsevier.com/content/abstract/scopus_id/85163614854,SCOPUS_ID:85163614854,Journal of Knowledge Management,2024-03-18 00:00:00,10.1108/JKM-12-2022-0986,10,ar,Article,2024,3
true,https://api.elsevier.com/content/abstract/scopus_id/85163514075,SCOPUS_ID:85163514075,IEEE Transactions on Fuzzy Systems,2024-01-01 00:00:00,10.1109/TFUZZ.2023.3288479,10,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85162721993,SCOPUS_ID:85162721993,IEEE Transactions on Intelligent Vehicles,2024-01-01 00:00:00,10.1109/TIV.2023.3282623,10,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85160029692,SCOPUS_ID:85160029692,Current Issues in Tourism,2024-01-01 00:00:00,10.1080/13683500.2023.2213879,10,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85159917770,SCOPUS_ID:85159917770,Journal of the Textile Institute,2024-01-01 00:00:00,10.1080/00405000.2023.2212848,10,re,Review,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85159140974,SCOPUS_ID:85159140974,Tourism Economics,2024-05-01 00:00:00,10.1177/13548166231173171,10,ar,Article,2024,5
true,https://api.elsevier.com/content/abstract/scopus_id/85153515676,SCOPUS_ID:85153515676,International Journal of Contemporary Hospitality Management,2024-01-02 00:00:00,10.1108/IJCHM-06-2022-0716,10,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85153360399,SCOPUS_ID:85153360399,IEEE Transactions on Engineering Management,2024-01-01 00:00:00,10.1109/TEM.2023.3260195,10,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85149846462,SCOPUS_ID:85149846462,IEEE Transactions on Neural Networks and Learning Systems,2024-01-01 00:00:00,10.1109/TNNLS.2023.3250491,10,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85147212028,SCOPUS_ID:85147212028,IEEE Transactions on Visualization and Computer Graphics,2024-07-01 00:00:00,10.1109/TVCG.2023.3236061,10,ar,Article,2024,7
true,https://api.elsevier.com/content/abstract/scopus_id/85145336702,SCOPUS_ID:85145336702,Journal of Hospitality and Tourism Research,2024-05-01 00:00:00,10.1177/10963480221143729,10,ar,Article,2024,5
true,https://api.elsevier.com/content/abstract/scopus_id/85144924231,SCOPUS_ID:85144924231,International Journal of Construction Management,2024-01-01 00:00:00,10.1080/15623599.2022.2159630,10,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85141602914,SCOPUS_ID:85141602914,IEEE Transactions on Automation Science and Engineering,2024-01-01 00:00:00,10.1109/TASE.2022.3216450,10,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85123485985,SCOPUS_ID:85123485985,Current Psychology,2024-04-01 00:00:00,10.1007/s12144-022-02736-5,10,ar,Article,2024,4
true,https://api.elsevier.com/content/abstract/scopus_id/85119006167,SCOPUS_ID:85119006167,IEEE Transactions on Engineering Management,2024-01-01 00:00:00,10.1109/TEM.2021.3108175,10,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85211622588,SCOPUS_ID:85211622588,Space Weather,2024-12-01 00:00:00,10.1029/2024SW004055,9,re,Review,2024,12
true,https://api.elsevier.com/content/abstract/scopus_id/85208192327,SCOPUS_ID:85208192327,Chemical Reviews,2024-11-27 00:00:00,10.1021/acs.chemrev.4c00369,9,re,Review,2024,11
true,https://api.elsevier.com/content/abstract/scopus_id/85206960749,SCOPUS_ID:85206960749,Nature Communications,2024-12-01 00:00:00,10.1038/s41467-024-53304-3,9,ar,Article,2024,12
true,https://api.elsevier.com/content/abstract/scopus_id/85206554139,SCOPUS_ID:85206554139,IEEE Transactions on Industrial Informatics,2024-01-01 00:00:00,10.1109/TII.2024.3413352,9,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85206494107,SCOPUS_ID:85206494107,Angewandte Chemie - International Edition,2024-12-20 00:00:00,10.1002/anie.202412515,9,ar,Article,2024,12
true,https://api.elsevier.com/content/abstract/scopus_id/85205861376,SCOPUS_ID:85205861376,Advanced Materials,2024-11-27 00:00:00,10.1002/adma.202411225,9,ar,Article,2024,11
true,https://api.elsevier.com/content/abstract/scopus_id/85205810552,SCOPUS_ID:85205810552,Nature Communications,2024-12-01 00:00:00,10.1038/s41467-024-53006-w,9,ar,Article,2024,12
true,https://api.elsevier.com/content/abstract/scopus_id/85205296265,SCOPUS_ID:85205296265,Journal of Rock Mechanics and Geotechnical Engineering,2024-12-01 00:00:00,10.1016/j.jrmge.2024.02.010,9,ar,Article,2024,12
true,https://api.elsevier.com/content/abstract/scopus_id/85203513430,SCOPUS_ID:85203513430,Energy Conversion and Management,2024-12-01 00:00:00,10.1016/j.enconman.2024.119032,9,ar,Article,2024,12
true,https://api.elsevier.com/content/abstract/scopus_id/85203511358,SCOPUS_ID:85203511358,International Journal of Machine Tools and Manufacture,2024-11-01 00:00:00,10.1016/j.ijmachtools.2024.104208,9,ar,Article,2024,11
true,https://api.elsevier.com/content/abstract/scopus_id/85203199412,SCOPUS_ID:85203199412,Energy and Environmental Science,2024-08-30 00:00:00,10.1039/d4ee02816c,9,ar,Article,2024,8
true,https://api.elsevier.com/content/abstract/scopus_id/85202155791,SCOPUS_ID:85202155791,Cement and Concrete Research,2024-11-01 00:00:00,10.1016/j.cemconres.2024.107654,9,ar,Article,2024,11
true,https://api.elsevier.com/content/abstract/scopus_id/85201874090,SCOPUS_ID:85201874090,Energy and Environmental Science,2024-08-10 00:00:00,10.1039/d4ee01522c,9,ar,Article,2024,8
true,https://api.elsevier.com/content/abstract/scopus_id/85201368969,SCOPUS_ID:85201368969,Cancer Research,2024-10-01 00:00:00,10.1158/0008-5472.CAN-23-3998,9,ar,Article,2024,10
true,https://api.elsevier.com/content/abstract/scopus_id/85200946222,SCOPUS_ID:85200946222,International Journal of Molecular Sciences,2024-08-01 00:00:00,10.3390/ijms25158155,9,re,Review,2024,8
true,https://api.elsevier.com/content/abstract/scopus_id/85200888547,SCOPUS_ID:85200888547,Applied Research in Quality of Life,2024-10-01 00:00:00,10.1007/s11482-024-10350-9,9,ar,Article,2024,10
true,https://api.elsevier.com/content/abstract/scopus_id/85200643083,SCOPUS_ID:85200643083,ACS Nano,2024-08-20 00:00:00,10.1021/acsnano.4c07471,9,ar,Article,2024,8
true,https://api.elsevier.com/content/abstract/scopus_id/85199985760,SCOPUS_ID:85199985760,International Review of Economics and Finance,2024-09-01 00:00:00,10.1016/j.iref.2024.103462,9,ar,Article,2024,9
true,https://api.elsevier.com/content/abstract/scopus_id/85199684891,SCOPUS_ID:85199684891,Construction and Building Materials,2024-09-06 00:00:00,10.1016/j.conbuildmat.2024.137385,9,re,Review,2024,9
true,https://api.elsevier.com/content/abstract/scopus_id/85199553871,SCOPUS_ID:85199553871,Nurse Education Today,2024-10-01 00:00:00,10.1016/j.nedt.2024.106323,9,re,Review,2024,10
true,https://api.elsevier.com/content/abstract/scopus_id/85198623488,SCOPUS_ID:85198623488,International Journal of Computer Vision,2024-12-01 00:00:00,10.1007/s11263-024-02127-2,9,ar,Article,2024,12
true,https://api.elsevier.com/content/abstract/scopus_id/85198591522,SCOPUS_ID:85198591522,Joule,2024-10-16 00:00:00,10.1016/j.joule.2024.06.015,9,ar,Article,2024,10
true,https://api.elsevier.com/content/abstract/scopus_id/85198538608,SCOPUS_ID:85198538608,Journal of Medicinal Chemistry,2024-08-08 00:00:00,10.1021/acs.jmedchem.4c01255,9,ar,Article,2024,8
true,https://api.elsevier.com/content/abstract/scopus_id/85198332769,SCOPUS_ID:85198332769,Construction and Building Materials,2024-08-23 00:00:00,10.1016/j.conbuildmat.2024.137379,9,ar,Article,2024,8
true,https://api.elsevier.com/content/abstract/scopus_id/85198044030,SCOPUS_ID:85198044030,Advanced Materials,2024-08-28 00:00:00,10.1002/adma.202405005,9,ar,Article,2024,8
true,https://api.elsevier.com/content/abstract/scopus_id/85197363330,SCOPUS_ID:85197363330,Energy,2024-09-30 00:00:00,10.1016/j.energy.2024.132178,9,ar,Article,2024,9
true,https://api.elsevier.com/content/abstract/scopus_id/85197351316,SCOPUS_ID:85197351316,Transportation Research Part D: Transport and Environment,2024-08-01 00:00:00,10.1016/j.trd.2024.104294,9,ar,Article,2024,8
true,https://api.elsevier.com/content/abstract/scopus_id/85197099499,SCOPUS_ID:85197099499,Fuel,2024-10-01 00:00:00,10.1016/j.fuel.2024.132392,9,ar,Article,2024,10
true,https://api.elsevier.com/content/abstract/scopus_id/85197042234,SCOPUS_ID:85197042234,Science Bulletin,2024-09-15 00:00:00,10.1016/j.scib.2024.05.018,9,ar,Article,2024,9
true,https://api.elsevier.com/content/abstract/scopus_id/85196730181,SCOPUS_ID:85196730181,Journal of Hazardous Materials,2024-09-05 00:00:00,10.1016/j.jhazmat.2024.134959,9,ar,Article,2024,9
true,https://api.elsevier.com/content/abstract/scopus_id/85196536640,SCOPUS_ID:85196536640,Advanced Energy Materials,2024-09-26 00:00:00,10.1002/aenm.202401741,9,ar,Article,2024,9
true,https://api.elsevier.com/content/abstract/scopus_id/85196512298,SCOPUS_ID:85196512298,Renewable and Sustainable Energy Reviews,2024-09-01 00:00:00,10.1016/j.rser.2024.114694,9,ar,Article,2024,9
true,https://api.elsevier.com/content/abstract/scopus_id/85196305342,SCOPUS_ID:85196305342,Engineering Structures,2024-09-15 00:00:00,10.1016/j.engstruct.2024.118379,9,ar,Article,2024,9
true,https://api.elsevier.com/content/abstract/scopus_id/85196154580,SCOPUS_ID:85196154580,Chemical Engineering Journal,2024-08-15 00:00:00,10.1016/j.cej.2024.153240,9,ar,Article,2024,8
true,https://api.elsevier.com/content/abstract/scopus_id/85196088788,SCOPUS_ID:85196088788,Computers and Industrial Engineering,2024-07-01 00:00:00,10.1016/j.cie.2024.110292,9,ar,Article,2024,7
true,https://api.elsevier.com/content/abstract/scopus_id/85195842316,SCOPUS_ID:85195842316,Technological Forecasting and Social Change,2024-08-01 00:00:00,10.1016/j.techfore.2024.123512,9,ar,Article,2024,8
true,https://api.elsevier.com/content/abstract/scopus_id/85195817515,SCOPUS_ID:85195817515,Safety Science,2024-09-01 00:00:00,10.1016/j.ssci.2024.106563,9,ar,Article,2024,9
true,https://api.elsevier.com/content/abstract/scopus_id/85195555785,SCOPUS_ID:85195555785,Journal of Applied Psychology,2024-04-11 00:00:00,10.1037/apl0001191,9,ar,Article,2024,4
true,https://api.elsevier.com/content/abstract/scopus_id/85195410440,SCOPUS_ID:85195410440,"ICASSP, IEEE International Conference on Acoustics, Speech and Signal Processing - Proceedings",2024-01-01 00:00:00,10.1109/ICASSP48485.2024.10447160,9,cp,Conference Paper,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85195393571,SCOPUS_ID:85195393571,Energy,2024-09-15 00:00:00,10.1016/j.energy.2024.132010,9,ar,Article,2024,9
true,https://api.elsevier.com/content/abstract/scopus_id/85195375852,SCOPUS_ID:85195375852,IEEE Transactions on Power Electronics,2024-01-01 00:00:00,10.1109/TPEL.2024.3409358,9,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85194893393,SCOPUS_ID:85194893393,Construction and Building Materials,2024-07-12 00:00:00,10.1016/j.conbuildmat.2024.136849,9,ar,Article,2024,7
true,https://api.elsevier.com/content/abstract/scopus_id/85194405686,SCOPUS_ID:85194405686,Automation in Construction,2024-08-01 00:00:00,10.1016/j.autcon.2024.105456,9,re,Review,2024,8
true,https://api.elsevier.com/content/abstract/scopus_id/85194269846,SCOPUS_ID:85194269846,British Journal of Ophthalmology,2024-09-20 00:00:00,10.1136/bjo-2023-325054,9,ar,Article,2024,9
true,https://api.elsevier.com/content/abstract/scopus_id/85194139765,SCOPUS_ID:85194139765,Journal of the American Chemical Society,2024-06-26 00:00:00,10.1021/jacs.4c04317,9,ar,Article,2024,6
true,https://api.elsevier.com/content/abstract/scopus_id/85193799351,SCOPUS_ID:85193799351,International Journal of Mechanical Sciences,2024-08-15 00:00:00,10.1016/j.ijmecsci.2024.109394,9,ar,Article,2024,8
true,https://api.elsevier.com/content/abstract/scopus_id/85193636147,SCOPUS_ID:85193636147,Advanced Functional Materials,2024-10-01 00:00:00,10.1002/adfm.202404760,9,ar,Article,2024,10
true,https://api.elsevier.com/content/abstract/scopus_id/85193492840,SCOPUS_ID:85193492840,Journal of Sound and Vibration,2024-09-15 00:00:00,10.1016/j.jsv.2024.118510,9,ar,Article,2024,9
true,https://api.elsevier.com/content/abstract/scopus_id/85193288463,SCOPUS_ID:85193288463,International Journal of Production Economics,2024-07-01 00:00:00,10.1016/j.ijpe.2024.109280,9,ar,Article,2024,7
true,https://api.elsevier.com/content/abstract/scopus_id/85192680358,SCOPUS_ID:85192680358,Water Research,2024-06-15 00:00:00,10.1016/j.watres.2024.121701,9,ar,Article,2024,6
true,https://api.elsevier.com/content/abstract/scopus_id/85192677838,SCOPUS_ID:85192677838,Nano Energy,2024-07-01 00:00:00,10.1016/j.nanoen.2024.109707,9,ar,Article,2024,7
true,https://api.elsevier.com/content/abstract/scopus_id/85192204708,SCOPUS_ID:85192204708,Chemical Engineering Journal,2024-06-15 00:00:00,10.1016/j.cej.2024.151506,9,ar,Article,2024,6
true,https://api.elsevier.com/content/abstract/scopus_id/85191991296,SCOPUS_ID:85191991296,Remote Sensing of Environment,2024-07-01 00:00:00,10.1016/j.rse.2024.114190,9,ar,Article,2024,7
true,https://api.elsevier.com/content/abstract/scopus_id/85191891759,SCOPUS_ID:85191891759,ACS Sustainable Chemistry and Engineering,2024-05-06 00:00:00,10.1021/acssuschemeng.3c07466,9,ar,Article,2024,5
true,https://api.elsevier.com/content/abstract/scopus_id/85191658459,SCOPUS_ID:85191658459,Energies,2024-04-01 00:00:00,10.3390/en17081822,9,re,Review,2024,4
true,https://api.elsevier.com/content/abstract/scopus_id/85190978174,SCOPUS_ID:85190978174,JAMA Network Open,2024-04-19 00:00:00,10.1001/jamanetworkopen.2024.5830,9,ar,Article,2024,4
true,https://api.elsevier.com/content/abstract/scopus_id/85190859504,SCOPUS_ID:85190859504,Engineering Structures,2024-06-15 00:00:00,10.1016/j.engstruct.2024.118050,9,ar,Article,2024,6
true,https://api.elsevier.com/content/abstract/scopus_id/85190818278,SCOPUS_ID:85190818278,ChemSusChem,2024-08-12 00:00:00,10.1002/cssc.202301926,9,re,Review,2024,8
true,https://api.elsevier.com/content/abstract/scopus_id/85190735440,SCOPUS_ID:85190735440,Journal of Medicinal Chemistry,2024-04-25 00:00:00,10.1021/acs.jmedchem.3c02240,9,ar,Article,2024,4
true,https://api.elsevier.com/content/abstract/scopus_id/85190551701,SCOPUS_ID:85190551701,Computers and Structures,2024-08-01 00:00:00,10.1016/j.compstruc.2024.107381,9,ar,Article,2024,8
true,https://api.elsevier.com/content/abstract/scopus_id/85189804365,SCOPUS_ID:85189804365,Science,2024-04-05 00:00:00,10.1126/science.adk8912,9,ar,Article,2024,4
true,https://api.elsevier.com/content/abstract/scopus_id/85189748021,SCOPUS_ID:85189748021,Nano Energy,2024-06-15 00:00:00,10.1016/j.nanoen.2024.109583,9,ar,Article,2024,6
true,https://api.elsevier.com/content/abstract/scopus_id/85189698090,SCOPUS_ID:85189698090,Reliability Engineering and System Safety,2024-07-01 00:00:00,10.1016/j.ress.2024.110118,9,ar,Article,2024,7
true,https://api.elsevier.com/content/abstract/scopus_id/85189565589,SCOPUS_ID:85189565589,Computers and Geotechnics,2024-06-01 00:00:00,10.1016/j.compgeo.2024.106285,9,ar,Article,2024,6
true,https://api.elsevier.com/content/abstract/scopus_id/85189074331,SCOPUS_ID:85189074331,Journal of Hazardous Materials,2024-05-15 00:00:00,10.1016/j.jhazmat.2024.134107,9,ar,Article,2024,5
true,https://api.elsevier.com/content/abstract/scopus_id/85189066766,SCOPUS_ID:85189066766,Accident Analysis and Prevention,2024-06-01 00:00:00,10.1016/j.aap.2024.107562,9,ar,Article,2024,6
true,https://api.elsevier.com/content/abstract/scopus_id/85189037503,SCOPUS_ID:85189037503,Journal of Energy Storage,2024-05-15 00:00:00,10.1016/j.est.2024.111323,9,ar,Article,2024,5
